"Location,Latitude,Longitude"
"นครนายก,องครักษ์,14.083,101.033"
"กรุงเทพมหานคร,บางแค,13.717,100.383"
"เพชรบูรณ์,วิเชียรบุรี,15.667,101.700"
"สุพรรณบุรี,อู่ทอง,14.350,100.083"
"ชุมพร,เมืองชุมพร,10.500,99.183"
"ระนอง,กระบุรี,10.400,98.633"
"พระนครศรีอยุธยา,บางปะอิน,14.217,100.583"
"ระนอง,เมืองระนอง,9.967,98.633"
"กำแพงเพชร,คลองลาน,16.250,99.333"
"นครปฐม,เมืองนครปฐม,13.817,100.067"
"กรุงเทพมหานคร,บางกอกน้อย,13.750,100.483"
"ชัยนาท,หันคา,15.150,99.950"
"พระนครศรีอยุธยา,ผักไห่,14.450,100.417"
"พิจิตร,สากเหล็ก,16.417,100.417"
"มหาสารคาม,นาดูน,15.700,103.217"
"นครสวรรค์,ตาคลี,15.250,100.333"
"ชัยนาท,วัดสิงห์,15.250,100.083"
"นครสวรรค์,เมืองนครสวรรค์,15.700,100.133"
"จันทบุรี,เมืองจันทบุรี,12.600,102.100"
"พระนครศรีอยุธยา,บางบาล,14.450,100.467"
"พระนครศรีอยุธยา,ภาชี,14.450,100.717"
"หนองคาย,เมืองหนองคาย,17.867,102.750"
"ประจวบคีรีขันธ์,สามร้อยยอด,12.267,99.850"
"ชลบุรี,ศรีราชา,13.167,100.933"
"สงขลา,หาดใหญ่,7.000,100.467"
"พระนครศรีอยุธยา,ท่าเรือ,14.583,100.717"
"นครราชสีมา,คง,15.300,102.200"
"สุรินทร์,ปราสาท,14.650,103.550"
"พระนครศรีอยุธยา,นครหลวง,14.450,100.633"
"ฉะเชิงเทรา,บางคล้า,13.700,101.200"
"ปทุมธานี,หนองเสือ,14.083,100.800"
"ชลบุรี,เมืองชลบุรี,13.367,100.983"
"ร้อยเอ็ด,ทุ่งเขาหลวง,15.700,103.800"
"นครพนม,ปลาปาก,17.300,104.600"
"ลำปาง,เถิน,17.617,99.150"
"นครปฐม,บางเลน,14.017,100.183"
"สุพรรณบุรี,ศรีประจันต์,14.467,100.183"
"ชลบุรี,หนองใหญ่,13.300,101.350"
"ชัยนาท,สรรคบุรี,15.200,100.200"
"สุโขทัย,ศรีนคร,17.400,99.700"
"พระนครศรีอยุธยา,วังน้อย,14.217,100.717"
"นครปฐม,สามพราน,13.733,100.217"
"กาญจนบุรี,เมืองกาญจนบุรี,14.033,99.533"
"สุพรรณบุรี,สองพี่น้อง,14.100,100.183"
"กาญจนบุรี,เลาขวัญ,14.750,99.800"
"สระบุรี,วิหารแดง,14.450,100.883"
"เพชรบูรณ์,บึงสามพัน,15.500,101.633"
"กำแพงเพชร,ปางศิลาทอง,16.300,99.500"
"กระบี่,เขาพนม,8.250,99.083"
"อุทัยธานี,ห้วยคต,15.300,99.650"
"กาญจนบุรี,ศรีสวัสดิ์,14.750,99.250"
"ลำพูน,บ้านโฮ่ง,18.300,98.700"
"สระแก้ว,คลองหาด,13.667,102.450"
"ลพบุรี,โคกเจริญ,15.083,100.717"
"พระนครศรีอยุธยา,มหาราช,14.450,100.583"
"ฉะเชิงเทรา,เมืองฉะเชิงเทรา,13.683,101.083"
"ปราจีนบุรี,นาดี,13.933,101.750"
"ตราด,คลองใหญ่,11.750,102.883"
"นครนายก,เมืองนครนายก,14.200,101.000"
"สุโขทัย,เมืองสุโขทัย,17.017,99.750"
"มหาสารคาม,กุดรัง,15.800,103.000"
"หนองคาย,โพนพิสัย,17.850,103.083"
"อุตรดิตถ์,พิชัย,17.620,100.100"
"หนองบัวลำภู,เมืองหนองบัวลำภู,17.200,102.450"
"ราชบุรี,บ้านโป่ง,13.817,99.883"
"เพชรบุรี,ท่ายาง,12.950,99.950"
"พิษณุโลก,วังทอง,16.783,100.350"
"ปราจีนบุรี,บ้านสร้าง,13.933,101.383"
"ลพบุรี,เมืองลพบุรี,14.800,100.617"
"นครพนม,บ้านแพง,18.000,104.300"
"ชัยภูมิ,จัตุรัส,15.500,101.700"
"ราชบุรี,บางแพ,13.700,99.917"
"ชัยภูมิ,เกษตรสมบูรณ์,15.800,102.083"
"อ่างทอง,วิเศษชัยชาญ,14.600,100.400"
"อุตรดิตถ์,เมืองอุตรดิตถ์,17.617,100.100"
"กำแพงเพชร,เมืองกำแพงเพชร,16.467,99.533"
"สมุทรสงคราม,เมืองสมุทรสงคราม,13.417,100.000"
"สระแก้ว,เมืองสระแก้ว,13.817,102.067"
"ปัตตานี,เมืองปัตตานี,6.867,101.250"
"ลพบุรี,บ้านหมี่,15.000,100.583"
"เพชรบุรี,แก่งกระจาน,12.950,99.633"
"ปทุมธานี,ลาดหลุมแก้ว,14.033,100.450"
"บุรีรัมย์,หนองหงส์,14.750,102.800"
"เชียงใหม่,แม่ริม,18.900,98.950"
"สิงห์บุรี,อินทร์บุรี,15.000,100.317"
"พระนครศรีอยุธยา,อุทัย,14.350,100.567"
"สระบุรี,หนองแค,14.383,100.867"
"สุพรรณบุรี,เมืองสุพรรณบุรี,14.467,100.117"
"อุทัยธานี,หนองฉาง,15.283,99.717"
"สระบุรี,แก่งคอย,14.583,101.000"
"ยโสธร,กุดชุม,15.650,104.083"
"ชัยนาท,เนินขาม,15.250,99.950"
"นครนายก,บ้านนา,14.217,101.033"
"อุทัยธานี,หนองขาหย่าง,15.350,99.717"
"กาญจนบุรี,ห้วยกระเจา,14.500,99.650"
"สุพรรณบุรี,เดิมบางนางบวช,14.750,100.050"
"สุราษฎร์ธานี,พุนพิน,9.083,99.250"
"นครราชสีมา,บัวใหญ่,15.600,102.500"
"อุบลราชธานี,เมืองอุบลราชธานี,15.233,104.850"
"อุทัยธานี,เมืองอุทัยธานี,15.383,100.017"
"เพชรบูรณ์,หนองไผ่,15.450,101.700"
"อุทัยธานี,ทัพทัน,15.383,99.783"
"ร้อยเอ็ด,เสลภูมิ,15.700,104.083"
"พะเยา,จุน,19.250,100.083"
"นครสวรรค์,ไพศาลี,15.600,100.450"
"เชียงราย,เทิง,19.650,100.200"
"สุโขทัย,ศรีสัชนาลัย,17.500,99.750"
"ร้อยเอ็ด,สุวรรณภูมิ,15.650,103.800"
"ลพบุรี,ลำสนธิ,15.200,101.083"
"สุราษฎร์ธานี,ท่าชนะ,9.750,99.183"
"อุดรธานี,เมืองอุดรธานี,17.400,102.800"
"ตรัง,กันตัง,7.417,99.517"
"มหาสารคาม,แกดำ,16.033,103.083"
"ชลบุรี,สัตหีบ,12.667,100.900"
"ขอนแก่น,โนนศิลา,16.433,102.633"
"ฉะเชิงเทรา,บ้านโพธิ์,13.600,101.083"
"สกลนคร,พรรณานิคม,17.417,103.750"
"ฉะเชิงเทรา,ราชสาส์น,13.700,101.467"
"น่าน,นาหมื่น,18.333,100.700"
"พิษณุโลก,บางระกำ,16.700,100.250"
"อุบลราชธานี,ตระการพืชผล,15.450,105.050"
"ตรัง,เมืองตรัง,7.550,99.617"
"น่าน,ปัว,19.167,101.000"
"นครปฐม,พุทธมณฑล,13.783,100.317"
"ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,11.817,99.800"
"แพร่,สูงเม่น,18.050,100.117"
"ฉะเชิงเทรา,บางปะกง,13.550,100.983"
"ร้อยเอ็ด,หนองพอก,16.333,104.083"
"มุกดาหาร,เมืองมุกดาหาร,16.550,104.717"
"ระยอง,ปลวกแดง,12.950,101.250"
"ปราจีนบุรี,ศรีมหาโพธิ,13.933,101.500"
"สกลนคร,โคกศรีสุพรรณ,17.200,104.083"
"ยโสธร,ทรายมูล,15.650,104.317"
"อำนาจเจริญ,เสนางคนิคม,15.800,104.633"
"นครราชสีมา,เมืองนครราชสีมา,15.000,102.100"
"ลพบุรี,ท่าวุ้ง,14.800,100.633"
"ฉะเชิงเทรา,สนามชัยเขต,13.700,101.467"
"อุบลราชธานี,บุณฑริก,14.650,105.317"
"เชียงใหม่,แม่แตง,19.100,98.950"
"แม่ฮ่องสอน,แม่สะเรียง,18.167,97.933"
"สุพรรณบุรี,หนองหญ้าไซ,14.600,100.083"
"เชียงใหม่,เมืองเชียงใหม่,18.787,98.983"
"ลพบุรี,พัฒนานิคม,14.800,100.950"
"เชียงราย,เชียงของ,20.267,100.400"
"พิจิตร,วังทรายพูน,16.383,100.417"
"นครราชสีมา,สีดา,15.300,102.250"
"ฉะเชิงเทรา,พนมสารคาม,13.733,101.383"
"ร้อยเอ็ด,หนองฮี,15.500,104.083"
"นครปฐม,ดอนตูม,13.900,100.083"
"กาญจนบุรี,บ่อพลอย,14.650,99.450"
"สิงห์บุรี,เมืองสิงห์บุรี,14.883,100.400"
"เพชรบูรณ์,หล่มเก่า,16.883,101.250"
"สกลนคร,เมืองสกลนคร,17.167,104.150"
"สงขลา,เมืองสงขลา,7.200,100.600"
"สุราษฎร์ธานี,ไชยา,9.383,99.183"
"บุรีรัมย์,ลำปลายมาศ,15.083,102.950"
"นครราชสีมา,ขามสะแกแสง,15.300,102.083"
"พังงา,เมืองพังงา,8.450,98.533"
"แพร่,เมืองแพร่,18.133,100.133"
"พะเยา,ดอกคำใต้,19.200,99.983"
"ประจวบคีรีขันธ์,ปราณบุรี,12.383,99.950"
"ลพบุรี,ชัยบาดาล,15.200,101.133"
"ปราจีนบุรี,ประจันตคาม,13.933,101.500"
"ชัยภูมิ,เทพสถิต,15.500,101.700"
"ร้อยเอ็ด,พนมไพร,15.650,104.083"
"สงขลา,นาหม่อม,7.083,100.550"
"เพชรบุรี,เขาย้อย,13.250,99.817"
"ระยอง,แกลง,12.700,101.650"
"ตราด,เมืองตราด,12.250,102.517"
"กำแพงเพชร,พรานกระต่าย,16.667,99.500"
"เพชรบูรณ์,ศรีเทพ,15.450,101.700"
"สระบุรี,ดอนพุด,14.600,100.717"
"ชัยภูมิ,ภูเขียว,16.383,102.133"
"หนองคาย,เซกา,18.300,103.950"
"สุพรรณบุรี,ดอนเจดีย์,14.500,100.083"
"อำนาจเจริญ,เมืองอำนาจเจริญ,15.850,104.633"
"ราชบุรี,โพธาราม,13.700,99.850"
"ปราจีนบุรี,ศรีมโหสถ,13.933,101.500"
"สุรินทร์,ลำดวน,14.750,103.800"
"กาฬสินธุ์,กมลาไสย,16.333,103.583"
"อ่างทอง,ไชโย,14.600,100.450"
"ประจวบคีรีขันธ์,หัวหิน,12.567,99.950"
"อ่างทอง,ป่าโมก,14.600,100.450"
"ศรีสะเกษ,ศิลาลาด,15.083,104.600"
"ชลบุรี,พนัสนิคม,13.450,101.200"
"ปัตตานี,ยะรัง,6.800,101.250"
"สุรินทร์,เมืองสุรินทร์,14.883,103.500"
"นครสวรรค์,ลาดยาว,15.700,100.300"
"พิษณุโลก,นครไทย,17.100,100.800"
"อ่างทอง,แสวงหา,14.700,100.450"
"สมุทรสาคร,บ้านแพ้ว,13.583,100.200"
"ประจวบคีรีขันธ์,บางสะพาน,11.250,99.500"
"ร้อยเอ็ด,โพธิ์ชัย,15.700,104.083"
"สิงห์บุรี,ท่าช้าง,14.883,100.400"
"สกลนคร,วานรนิวาส,17.600,103.750"
"บึงกาฬ,เมืองบึงกาฬ,18.367,103.650"
"สมุทรสงคราม,บางคนที,13.450,100.000"
"มหาสารคาม,โกสุมพิสัย,16.250,103.067"
"สระบุรี,เฉลิมพระเกียรติ,14.600,100.950"
"หนองบัวลำภู,สุวรรณคูหา,17.200,102.283"
"เพชรบูรณ์,หล่มสัก,16.800,101.250"
"สระแก้ว,วังสมบูรณ์,13.667,102.300"
"นครพนม,เมืองนครพนม,17.400,104.783"
"พระนครศรีอยุธยา,บางซ้าย,14.350,100.483"
"สุโขทัย,ทุ่งเสลี่ยม,17.300,99.633"
"นครสวรรค์,ท่าตะโก,15.600,100.400"
"ชลบุรี,บางละมุง,12.933,100.883"
"เพชรบูรณ์,เมืองเพชรบูรณ์,16.417,101.150"
"นครปฐม,กำแพงแสน,14.033,100.200"
"บุรีรัมย์,กระสัง,14.883,103.083"
"พิษณุโลก,เมืองพิษณุโลก,16.817,100.267"
"แพร่,หนองม่วงไข่,18.200,100.200"
"ร้อยเอ็ด,อาจสามารถ,15.650,103.800"
"สุรินทร์,กาบเชิง,14.650,103.500"
"สุรินทร์,ศีขรภูมิ,14.750,103.667"
"ฉะเชิงเทรา,ท่าตะเกียบ,13.600,101.467"
"อ่างทอง,เมืองอ่างทอง,14.600,100.450"
"อุบลราชธานี,เดชอุดม,14.950,105.083"
"ชลบุรี,บ้านบึง,13.300,101.050"
"กาญจนบุรี,สังขละบุรี,15.150,98.450"
"สกลนคร,สว่างแดนดิน,17.350,103.450"
"นครสวรรค์,บรรพตพิสัย,15.700,100.300"
"ปราจีนบุรี,เมืองปราจีนบุรี,13.933,101.367"
"พิจิตร,เมืองพิจิตร,16.433,100.350"
"พิษณุโลก,พรหมพิราม,16.883,100.250"
"นครศรีธรรมราช,สิชล,10.450,99.950"
"ลำพูน,ลี้,17.950,99.050"
"นครราชสีมา,โนนสูง,15.200,102.200"
"กำแพงเพชร,ลานกระบือ,16.600,99.700"
"อุบลราชธานี,วารินชำราบ,15.217,104.867"
"สิงห์บุรี,ค่ายบางระจัน,14.883,100.400"
"กำแพงเพชร,บึงสามัคคี,16.300,99.500"
"เพชรบูรณ์,ชนแดน,15.300,101.000"
"ฉะเชิงเทรา,แปลงยาว,13.700,101.300"
"กาญจนบุรี,ไทรโยค,14.400,98.850"
"ชุมพร,ปะทิว,10.700,99.250"
"ประจวบคีรีขันธ์,บางสะพานน้อย,11.200,99.500"
"ร้อยเอ็ด,จตุรพักตรพิมาน,15.700,104.083"
"สกลนคร,อากาศอำนวย,17.500,103.750"
"อุทัยธานี,บ้านไร่,15.200,99.600"
"พิจิตร,สามง่าม,16.400,100.400"
"กาญจนบุรี,ด่านมะขามเตี้ย,13.900,99.417"
"กาญจนบุรี,ทองผาภูมิ,14.750,98.633"
"พิจิตร,วชิรบารมี,16.467,100.350"
"เชียงราย,พญาเม็งราย,20.150,100.200"
"นครราชสีมา,ปากช่อง,14.700,101.400"
"ลพบุรี,หนองม่วง,15.083,100.717"
"บุรีรัมย์,บ้านกรวด,14.533,103.083"
"มหาสารคาม,วาปีปทุม,15.950,103.317"
"กาฬสินธุ์,ห้วยเม็ก,16.550,103.450"
"อำนาจเจริญ,หัวตะพาน,15.750,104.633"
"สุราษฎร์ธานี,ชัยบุรี,9.200,99.200"
"น่าน,เชียงกลาง,19.300,100.850"
"ขอนแก่น,ชุมแพ,16.533,102.100"
"ระยอง,นิคมพัฒนา,12.950,101.250"
"ตาก,บ้านตาก,17.050,99.083"
"อำนาจเจริญ,ลืออำนาจ,15.650,104.633"
"เชียงราย,เมืองเชียงราย,19.900,99.833"
"พะเยา,ภูซาง,19.400,100.300"
"ระยอง,บ้านฉาง,12.733,101.067"
"สมุทรสงคราม,อัมพวา,13.417,99.950"
"นครราชสีมา,จักราช,14.883,102.083"
"น่าน,เวียงสา,18.333,100.650"
"ตรัง,ย่านตาขาว,7.500,99.633"
"ระยอง,บ้านค่าย,12.783,101.283"
"นครนายก,ปากพลี,14.083,101.033"
"พิจิตร,บางมูลนาก,16.083,100.450"
"มหาสารคาม,เมืองมหาสารคาม,16.183,103.300"
"ชุมพร,สวี,10.200,99.100"
"เชียงราย,ขุนตาล,19.800,100.300"
"นครราชสีมา,พระทองคำ,15.200,102.083"
"พังงา,ท้ายเหมือง,8.500,98.250"
"ราชบุรี,เมืองราชบุรี,13.533,99.817"
"มหาสารคาม,บรบือ,16.033,103.083"
"ลำปาง,เมืองลำปาง,18.283,99.500"
"สระบุรี,หนองแซง,14.450,100.800"
"สุโขทัย,กงไกรลาศ,16.950,99.950"
"พิษณุโลก,วัดโบสถ์,16.933,100.350"
"นครราชสีมา,ปักธงชัย,14.700,101.933"
"นครสวรรค์,ตากฟ้า,15.500,100.500"
"เชียงราย,แม่สรวย,19.600,99.633"
"ขอนแก่น,สีชมพู,16.600,102.500"
"เชียงราย,แม่ฟ้าหลวง,20.300,99.800"
"ชัยนาท,สรรพยา,15.200,100.100"
"สุรินทร์,สังขะ,14.600,103.800"
"อุดรธานี,กุมภวาปี,17.100,103.000"
"ตราด,เกาะกูด,11.650,102.550"
"ร้อยเอ็ด,โพนทราย,15.600,103.800"
"พิจิตร,โพทะเล,16.300,100.350"
"ระนอง,กะเปอร์,9.600,98.500"
"สุรินทร์,บัวเชด,14.500,103.950"
"ศรีสะเกษ,วังหิน,15.100,104.500"
"ชลบุรี,บ่อทอง,13.300,101.350"
"ศรีสะเกษ,เมืองศรีสะเกษ,15.100,104.333"
"เชียงราย,แม่จัน,20.100,99.850"
"นครศรีธรรมราช,เฉลิมพระเกียรติ,8.500,99.950"
"นครสวรรค์,หนองบัว,15.700,100.400"
"อุบลราชธานี,ดอนมดแดง,15.283,105.050"
"พังงา,คุระบุรี,9.183,98.350"
"อุทัยธานี,สว่างอารมณ์,15.300,99.800"
"สุรินทร์,รัตนบุรี,15.200,103.800"
"ชัยภูมิ,บ้านเขว้า,15.800,102.050"
"จันทบุรี,โป่งน้ำร้อน,12.950,102.400"
"นครราชสีมา,บัวลาย,15.400,102.500"
"สุราษฎร์ธานี,กาญจนดิษฐ์,9.150,99.350"
"แพร่,สอง,18.400,100.083"
"อุตรดิตถ์,น้ำปาด,17.800,100.000"
"แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,19.300,97.967"
"บุรีรัมย์,หนองกี่,14.750,102.800"
"กาฬสินธุ์,สหัสขันธ์,16.700,103.500"
"ลำปาง,เกาะคา,18.250,99.350"
"นครสวรรค์,แม่เปิน,15.800,100.300"
"ศรีสะเกษ,กันทรารมย์,15.100,104.600"
"อุบลราชธานี,สำโรง,15.283,104.950"
"มุกดาหาร,หว้านใหญ่,16.600,104.700"
"ลพบุรี,สระโบสถ์,15.200,100.800"
"เชียงใหม่,สารภี,18.650,99.033"
"สระบุรี,วังม่วง,14.600,101.000"
"ศรีสะเกษ,ขุนหาญ,15.100,104.700"
"กาฬสินธุ์,คำม่วง,16.600,103.400"
"อุดรธานี,ศรีธาตุ,17.300,103.300"
"อุตรดิตถ์,ลับแล,17.600,100.050"
"อุบลราชธานี,ตาลสุม,15.283,105.050"
"ตาก,เมืองตาก,16.883,99.133"
"จันทบุรี,แก่งหางแมว,12.950,102.300"
"พัทลุง,ปากพะยูน,7.500,100.350"
"ราชบุรี,ปากท่อ,13.533,99.800"
"พังงา,ตะกั่วป่า,8.850,98.350"
"พะเยา,เชียงคำ,19.500,100.400"
"กรุงเทพมหานคร,,13.750,100.500"
"อุดรธานี,บ้านดุง,17.400,103.200"
"อุดรธานี,น้ำโสม,17.600,102.600"
"แพร่,ร้องกวาง,18.300,100.200"
"สุรินทร์,จอมพระ,15.200,103.500"
"นครศรีธรรมราช,ท่าศาลา,8.600,99.950"
"พิจิตร,ตะพานหิน,16.200,100.450"
"สกลนคร,เต่างอย,17.300,104.100"
"ภูเก็ต,เมืองภูเก็ต,7.883,98.400"
"ชัยภูมิ,เมืองชัยภูมิ,15.800,102.050"
"ชลบุรี,พานทอง,13.450,101.150"
"สงขลา,นาทวี,6.883,100.700"
"สุราษฎร์ธานี,เวียงสระ,8.833,99.350"
"อุบลราชธานี,สว่างวีระวงศ์,15.283,105.050"
"สระบุรี,พระพุทธบาท,14.633,100.800"
"กำแพงเพชร,คลองขลุง,16.400,99.600"
"ศรีสะเกษ,บึงบูรพ์,15.100,104.600"
"เชียงราย,พาน,19.700,99.800"
"นครพนม,ศรีสงคราม,17.500,104.400"
"ชุมพร,ทุ่งตะโก,10.400,99.200"
"อุบลราชธานี,นาตาล,15.283,105.050"
"สุพรรณบุรี,สามชุก,14.650,100.083"
"ตราด,บ่อไร่,12.600,102.500"
"สระบุรี,เสาไห้,14.533,100.750"
"มุกดาหาร,หนองสูง,16.450,104.450"
"สกลนคร,วาริชภูมิ,17.300,103.700"
"สระบุรี,หนองโดน,14.600,100.700"
"นครราชสีมา,ประทาย,15.400,102.700"
"นครราชสีมา,โชคชัย,14.700,102.200"
"อุบลราชธานี,กุดข้าวปุ้น,15.483,105.050"
"ศรีสะเกษ,พยุห์,15.100,104.600"
"มหาสารคาม,พยัคฆภูมิพิสัย,15.700,103.083"
"ร้อยเอ็ด,จังหาร,16.050,103.600"
"บุรีรัมย์,แคนดง,15.050,103.083"
"นครพนม,ท่าอุเทน,17.600,104.600"
"บุรีรัมย์,สตึก,15.083,103.300"
"ตราด,เขาสมิง,12.450,102.500"
"ขอนแก่น,ภูเวียง,16.533,102.600"
"ขอนแก่น,มัญจาคีรี,16.250,102.800"
"บุรีรัมย์,ปะคำ,14.950,102.800"
"มหาสารคาม,นาเชือก,15.650,103.083"
"สุราษฎร์ธานี,บ้านนาสาร,8.833,99.350"
"ยะลา,เมืองยะลา,6.550,101.283"
